company,price,rating,processor,ram,battery,screen_size,width,height,frequency,rom
iQOO,35990,85.0,Snapdragon,12.0,66.0,6.0,1080.0,2400.0,120.0,256.0
Realme,15999,78.0,Helio,4.0,30.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,41999,88.0,Exynos,8.0,25.0,6.0,1440.0,3200.0,120.0,128.0
Xiaomi,25999,83.0,Dimensity,8.0,67.0,6.0,1440.0,3200.0,120.0,128.0
Motorola,7990,65.0,Helio,3.0,18.0,6.0,720.0,1600.0,90.0,32.0
OnePlus,29990,84.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,90.0,128.0
OPPO,27990,83.0,Snapdragon,8.0,65.0,6.0,1080.0,2460.0,90.0,128.0
Poco,29999,84.0,Snapdragon,8.0,67.0,6.0,1440.0,3200.0,120.0,128.0
OPPO,8999,68.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
POCO,13999,81.0,Helio,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Realme,11499,71.0,Helio,4.0,18.0,6.0,720.0,1600.0,111.63829787234043,64.0
Asus,39999,87.0,Snapdragon,8.0,65.0,6.0,1080.0,2448.0,144.0,128.0
Realme,27999,84.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,120.0,128.0
Samsung,24499,79.0,Dimensity,6.0,15.0,6.0,720.0,1600.0,90.0,128.0
Nubia,60999,86.0,Snapdragon,12.0,165.0,6.0,1116.0,2480.0,120.0,256.0
Samsung,110999,89.0,Snapdragon,12.0,25.0,7.0,1768.0,2208.0,120.0,256.0
LG,54999,89.0,Snapdragon,8.0,46.329588014981276,6.0,1080.0,2460.0,111.63829787234043,128.0
Xiaomi,16490,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,111.63829787234043,64.0
Samsung,24990,83.0,Snapdragon,6.0,25.0,6.0,1080.0,2400.0,90.0,128.0
Nokia,1299,78.25824800910125,No,4.0,46.329588014981276,1.0,120.0,160.0,111.63829787234043,4.0
Vivo,25000,78.25824800910125,Snapdragon,3.0,46.329588014981276,5.921406411582213,720.0,1440.0,111.63829787234043,16.0
Lyf,1999,78.25824800910125,Snapdragon,1.0,46.329588014981276,4.0,480.0,854.0,111.63829787234043,8.0
Samsung,9950,66.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Oppo,12999,75.0,Dimensity,8.0,46.329588014981276,6.0,720.0,1612.0,111.63829787234043,128.0
Oppo,19999,83.0,Helio,8.0,66.0,6.0,1080.0,2400.0,120.0,256.0
OPPO,32999,84.0,Snapdragon,8.0,120.0,6.0,1080.0,2412.0,120.0,256.0
Nokia,28498,81.0,Snapdragon,6.0,20.0,6.0,1080.0,2400.0,120.0,128.0
OPPO,15998,71.0,Helio,4.0,33.0,6.0,720.0,1600.0,111.63829787234043,128.0
Nokia,3749,78.25824800910125,No,107.0,128.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Motorola,59990,89.0,Snapdragon,8.0,125.0,6.0,1080.0,2460.0,165.0,128.0
Oppo,16990,78.0,Snapdragon,6.0,67.0,6.0,1080.0,2412.0,120.0,128.0
iQOO,27999,82.0,Snapdragon,12.0,66.0,6.0,1080.0,2404.0,90.0,256.0
Nokia,13499,75.0,Unisoc,6.0,18.0,6.0,720.0,1600.0,90.0,128.0
Samsung,16499,78.0,Octa,6.0,25.0,6.0,1080.0,2408.0,111.63829787234043,128.0
OPPO,10999,66.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Xiaomi,13990,71.0,Snapdragon,4.0,18.0,6.0,720.0,1600.0,111.63829787234043,64.0
Tecno,9999,74.0,Helio,4.0,18.0,6.0,1080.0,2460.0,90.0,64.0
Realme,31994,83.0,Dimensity,8.0,80.0,6.0,1080.0,2412.0,120.0,128.0
Xiaomi,24820,83.0,Dimensity,6.0,120.0,6.0,2400.0,1080.0,120.0,128.0
iQOO,22990,83.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,120.0,128.0
iQOO,59990,88.0,Snapdragon,8.0,120.0,6.0,1440.0,3200.0,120.0,256.0
Realme,8999,62.0,Unisoc,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Xiaomi,10499,72.0,Helio,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Jio,7499,78.25824800910125,Qualcomm,3.0,46.329588014981276,5.0,720.0,1440.0,111.63829787234043,32.0
Xiaomi,9990,75.0,Helio,4.0,18.0,6.0,1080.0,2340.0,111.63829787234043,64.0
Xiaomi,12490,76.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,90.0,128.0
Vivo,13990,69.0,Helio,4.0,18.0,6.0,720.0,1600.0,111.63829787234043,64.0
Samsung,17990,79.0,Dimensity,6.0,15.0,6.0,1080.0,2408.0,90.0,128.0
Vivo,24999,83.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Realme,21999,85.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,111.63829787234043,128.0
OnePlus,19999,77.0,Snapdragon,8.0,30.0,6.0,1080.0,2400.0,90.0,128.0
Samsung,99999,78.25824800910125,Exynos,12.0,45.0,6.0,1440.0,3200.0,111.63829787234043,128.0
Apple,109900,77.0,A13,4.0,18.0,6.0,1242.0,2688.0,111.63829787234043,64.0
Apple,52990,78.25824800910125,Fusion,3.0,46.329588014981276,4.0,750.0,1334.0,111.63829787234043,32.0
Namotel,99,78.25824800910125,1,1325.0,720.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Sony,19990,80.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,120.0,128.0
Samsung,11499,69.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Eunity,699,78.25824800910125,No,500.0,32.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Xiaomi,13999,75.0,Helio,4.0,33.0,6.0,1080.0,2400.0,120.0,64.0
Oukitel,22990,82.0,Helio,12.0,66.0,6.0,1080.0,2400.0,120.0,256.0
Vivo,28990,84.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,120.0,256.0
Poco,27999,85.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,19990,82.0,Dimensity,6.0,67.0,6.0,1080.0,2460.0,144.0,128.0
Realme,22999,83.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Vivo,17999,82.0,Snapdragon,8.0,44.0,6.0,1080.0,2408.0,111.63829787234043,128.0
Xiaomi,15499,81.0,Helio,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Lava,17990,84.0,Dimensity,8.0,30.0,6.0,1080.0,2460.0,90.0,128.0
Realme,13999,77.0,Helio,6.0,18.0,6.0,1080.0,2412.0,120.0,128.0
OPPO,13499,73.0,Helio,4.0,18.0,6.0,720.0,1600.0,111.63829787234043,64.0
POCO,14799,79.0,Dimensity,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
Realme,6999,62.0,Unisoc,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
OPPO,11999,69.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Vivo,23994,85.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Nokia,3589,78.25824800910125,Unisoc,64.0,46.329588014981276,2.0,240.0,320.0,111.63829787234043,128.0
Apple,139900,80.0,Bionic,6.0,1.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,512.0
Sony,69999,89.0,Snapdragon,8.0,21.0,6.0,1644.0,3840.0,111.63829787234043,256.0
Motorola,57999,89.0,Snapdragon,12.0,18.0,6.0,1080.0,2340.0,90.0,256.0
Samsung,86000,87.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,111.63829787234043,256.0
Samsung,11999,71.0,Helio,4.0,15.0,6.0,720.0,1560.0,111.63829787234043,64.0
Xiaomi,14999,77.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Realme,26499,81.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,120.0,128.0
Realme,8990,62.0,Unisoc,4.0,10.0,6.0,720.0,1600.0,111.63829787234043,64.0
Apple,95999,82.0,Bionic,6.0,46.329588014981276,6.0,1170.0,2532.0,111.63829787234043,512.0
iQOO,47990,85.0,Snapdragon,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
Tecno,17990,81.0,Helio,8.0,33.0,6.0,1080.0,2460.0,120.0,128.0
OnePlus,22999,83.0,Snapdragon,8.0,33.0,6.0,1080.0,2412.0,120.0,128.0
Nokia,1299,78.25824800910125,4,800.0,77.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Samsung,99990,78.25824800910125,Snapdragon,8.0,45.0,6.0,1440.0,3080.0,120.0,128.0
POCO,39999,86.0,Snapdragon,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,38999,88.0,Snapdragon,12.0,120.0,6.0,1080.0,2400.0,120.0,256.0
Vivo,12490,63.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Nokia,5490,78.25824800910125,1450,3.0,5.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,6.0
Samsung,39990,86.0,Snapdragon,6.0,25.0,6.0,1440.0,3200.0,120.0,128.0
Motorola,1339,78.25824800910125,4,1750.0,8.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Vivo,16685,80.0,Helio,8.0,18.0,6.0,1080.0,2408.0,111.63829787234043,128.0
Huawei,69990,78.25824800910125,Kirin,8.0,66.0,6.0,1344.0,2772.0,90.0,128.0
Micromax,6999,66.0,Unisoc,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Asus,71999,86.0,Snapdragon,12.0,65.0,6.0,1080.0,2448.0,165.0,256.0
Realme,26999,84.0,Dimensity,8.0,50.0,6.0,1080.0,2400.0,120.0,128.0
Realme,16499,75.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,90.0,128.0
OPPO,17990,74.0,Dimensity,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Xiaomi,8999,68.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Apple,39900,63.0,A13,3.0,18.0,4.0,750.0,1334.0,111.63829787234043,64.0
Zanco,2799,78.25824800910125,32,200.0,49.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Letv,5999,60.0,Tiger,6.0,10.0,6.0,720.0,1560.0,111.63829787234043,64.0
OnePlus,34999,76.0,Dimensity,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
Vivo,16990,77.0,Dimensity,8.0,44.0,6.0,1080.0,2408.0,111.63829787234043,128.0
OPPO,22990,84.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,120.0,128.0
Vivo,19990,84.0,Helio,8.0,44.0,6.0,1080.0,2400.0,90.0,256.0
Infinix,10850,74.0,Tiger,6.0,18.0,6.0,720.0,1612.0,90.0,64.0
Realme,13499,75.0,Dimensity,4.0,33.0,6.0,1080.0,2400.0,90.0,64.0
itel,958,78.25824800910125,4,1200.0,8.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
itel,6699,61.0,Unisoc,3.0,18.0,6.0,1612.0,720.0,111.63829787234043,64.0
OPPO,17999,80.0,Snapdragon,8.0,33.0,6.0,1080.0,2412.0,90.0,128.0
Xiaomi,13990,69.0,Dimensity,4.0,18.0,6.0,1080.0,2408.0,90.0,128.0
Honor,94990,78.25824800910125,Snapdragon,12.0,120.0,6.0,1344.0,2772.0,120.0,512.0
Tecno,8968,72.0,Helio,4.0,18.0,6.0,1080.0,2408.0,111.63829787234043,64.0
Infinix,7320,60.0,Helio,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Realme,8999,69.0,Tiger,4.0,18.0,6.0,1600.0,720.0,111.63829787234043,64.0
Samsung,13999,75.0,Helio,6.0,15.0,6.0,720.0,1560.0,111.63829787234043,128.0
Tecno,14746,79.0,Helio,6.0,18.0,6.0,1080.0,2460.0,111.63829787234043,128.0
Xiaomi,16999,83.0,Dimensity,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,25990,83.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,16499,78.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Xiaomi,19999,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,64.0
Xiaomi,23500,80.0,Snapdragon,6.0,33.0,6.0,2400.0,1080.0,144.0,128.0
LG,54999,85.0,Snapdragon,6.0,25.0,6.0,1080.0,2460.0,111.63829787234043,128.0
Motorola,19499,80.0,Snapdragon,6.0,18.0,6.0,1080.0,2340.0,111.63829787234043,128.0
LG,79990,78.25824800910125,Snapdragon,8.0,46.329588014981276,6.0,1080.0,2460.0,111.63829787234043,128.0
Samsung,39999,83.0,Exynos,6.0,25.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,92999,89.0,Exynos,12.0,46.329588014981276,6.0,1440.0,3040.0,111.63829787234043,256.0
Xiaomi,1799,78.25824800910125,Helio,8.0,46.329588014981276,2.0,240.0,320.0,111.63829787234043,16.0
iQOO,32990,84.0,Snapdragon,8.0,120.0,6.0,1080.0,2400.0,120.0,256.0
Samsung,14499,72.0,Exynos,4.0,15.0,6.0,720.0,1600.0,90.0,128.0
Vivo,13999,70.0,Dimensity,4.0,15.0,6.0,720.0,1600.0,111.63829787234043,128.0
Vivo,7999,78.25824800910125,"Helio,",2.0,10.0,6.0,720.0,1600.0,111.63829787234043,32.0
itel,5785,78.25824800910125,Unisoc,2.0,18.0,6.0,1612.0,720.0,111.63829787234043,32.0
Xiaomi,12990,73.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,90.0,128.0
Poco,19990,84.0,Dimensity,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
OPPO,23990,79.0,Dimensity,12.0,33.0,6.0,1080.0,2400.0,90.0,256.0
Samsung,17999,77.0,Exynos,6.0,15.0,6.0,1080.0,2408.0,111.63829787234043,64.0
Infinix,16999,80.0,Helio,6.0,120.0,6.0,1080.0,2460.0,111.63829787234043,128.0
Honor,9999,68.0,Snapdragon,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Infinix,8299,63.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Sony,82199,89.0,Snapdragon,8.0,30.0,6.0,1080.0,2520.0,120.0,256.0
Samsung,1850,78.25824800910125,800,1.0,46.329588014981276,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,5.0
Nubia,49990,84.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,144.0,128.0
Nokia,11999,71.0,Unisoc,4.0,18.0,6.0,720.0,1600.0,90.0,64.0
Xiaomi,29990,82.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Oppo,92249,78.25824800910125,Snapdragon,8.0,33.0,7.0,1792.0,1920.0,120.0,256.0
Apple,139900,84.0,Bionic,6.0,46.329588014981276,6.0,1284.0,2778.0,120.0,256.0
Vivo,14990,74.0,Helio,4.0,18.0,6.0,720.0,1600.0,111.63829787234043,128.0
OPPO,15988,79.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,11725,76.0,Exynos,4.0,15.0,6.0,1080.0,2340.0,111.63829787234043,64.0
OPPO,17994,80.0,Helio,8.0,30.0,6.0,1080.0,2400.0,111.63829787234043,128.0
OPPO,134999,86.0,Snapdragon,8.0,45.0,7.0,1440.0,3200.0,111.63829787234043,256.0
OnePlus,25595,81.0,Snapdragon,6.0,30.0,6.0,1080.0,2400.0,90.0,128.0
Gionee,7499,67.0,Helio,6.0,46.329588014981276,6.0,720.0,1520.0,111.63829787234043,128.0
Poco,10890,74.0,Helio,6.0,18.0,6.0,1080.0,2340.0,111.63829787234043,64.0
OPPO,18990,83.0,Helio,8.0,30.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Motorola,19990,82.0,Snapdragon,6.0,20.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,15990,80.0,Exynos,4.0,15.0,6.0,1080.0,2340.0,111.63829787234043,128.0
Samsung,58999,89.0,Exynos,12.0,45.0,6.0,1440.0,3040.0,111.63829787234043,256.0
Vivo,12500,71.0,Helio,4.0,46.329588014981276,6.0,720.0,1544.0,111.63829787234043,64.0
Vivo,29999,82.0,Snapdragon,8.0,18.0,6.0,1080.0,2340.0,111.63829787234043,128.0
Vivo,31990,86.0,Snapdragon,8.0,80.0,6.0,1080.0,2408.0,120.0,256.0
Vivo,29999,86.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
Asus,107990,78.25824800910125,Dimensity,16.0,65.0,6.0,1080.0,2448.0,165.0,512.0
Motorola,31990,84.0,Snapdragon,8.0,68.0,6.0,1080.0,2400.0,120.0,128.0
Xiaomi,48990,87.0,Dimensity,8.0,120.0,6.0,1220.0,2712.0,120.0,128.0
Huawei,99990,85.0,Kirin,8.0,66.0,6.0,1440.0,3200.0,120.0,256.0
Realme,9499,65.0,Tiger,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Huawei,162990,89.0,Snapdragon,8.0,66.0,7.0,2200.0,2480.0,120.0,512.0
iQOO,24999,80.0,Snapdragon,6.0,67.0,6.0,1080.0,2412.0,144.0,128.0
Apple,82990,72.0,Bionic,6.0,46.329588014981276,6.0,1170.0,2532.0,111.63829787234043,128.0
Infinix,15999,79.0,Helio,8.0,33.0,6.0,1080.0,2460.0,120.0,128.0
Tecno,8999,64.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Oppo,17990,73.0,Dimensity,6.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Vivo,82990,78.25824800910125,Snapdragon,12.0,120.0,6.0,1440.0,3200.0,120.0,256.0
Xiaomi,12999,77.0,Helio,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
Huawei,29990,83.0,Snapdragon,8.0,66.0,6.0,1080.0,2340.0,120.0,128.0
Tecno,6999,78.25824800910125,Spreadtrum,1.0,46.329588014981276,6.0,720.0,1520.0,111.63829787234043,16.0
Huawei,60999,78.25824800910125,Snapdragon,8.0,66.0,6.0,1288.0,2700.0,120.0,256.0
Xiaomi,27990,83.0,Dimensity,8.0,67.0,6.0,1440.0,3200.0,120.0,128.0
Nokia,5249,78.25824800910125,Unisoc,2.0,46.329588014981276,5.0,720.0,1440.0,111.63829787234043,16.0
Realme,14999,80.0,Snapdragon,6.0,30.0,6.0,1080.0,2400.0,120.0,128.0
OPPO,44990,87.0,Snapdragon,8.0,65.0,6.0,1080.0,2400.0,90.0,128.0
Motorola,22490,87.0,Snapdragon,6.0,20.0,6.0,1080.0,2520.0,90.0,128.0
Oppo,50990,78.25824800910125,Snapdragon,12.0,65.0,6.0,1440.0,3216.0,120.0,256.0
Poco,11499,75.0,Snapdragon,6.0,18.0,6.0,1080.0,2340.0,111.63829787234043,64.0
itel,5990,78.25824800910125,Unisoc,1.0,46.329588014981276,6.0,1600.0,720.0,111.63829787234043,16.0
Vivo,27000,84.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Xiaomi,29999,86.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,144.0,128.0
Vivo,27990,84.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,111.63829787234043,256.0
Nokia,3290,78.25824800910125,2000,2.0,3.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,4.0
Samsung,74999,89.0,Exynos,8.0,25.0,6.0,1440.0,3200.0,111.63829787234043,128.0
Vivo,9990,72.0,Snapdragon,4.0,18.0,6.0,1080.0,2340.0,111.63829787234043,64.0
Oppo,19990,82.0,Snapdragon,8.0,30.0,6.0,1080.0,2340.0,111.63829787234043,128.0
Realme,13279,75.0,Snapdragon,4.0,20.0,6.0,1080.0,2340.0,111.63829787234043,64.0
Vivo,11000,68.0,Helio,3.0,46.329588014981276,6.0,720.0,1544.0,111.63829787234043,64.0
Apple,18900,78.25824800910125,32,4.0,1.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,640.0
Xiaomi,12999,78.0,Snapdragon,6.0,46.329588014981276,6.0,1080.0,2246.0,111.63829787234043,128.0
Poco,7299,61.0,Helio,3.0,10.0,6.0,720.0,1600.0,111.63829787234043,32.0
Karbonn,995,78.25824800910125,52,1000.0,8.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
iKall,7999,61.0,Quad,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Xiaomi,54990,86.0,Snapdragon,8.0,67.0,6.0,1440.0,3200.0,120.0,128.0
Vivo,49990,77.0,Dimensity,12.0,120.0,6.0,1080.0,2400.0,120.0,256.0
Honor,54990,78.25824800910125,Snapdragon,12.0,100.0,6.0,1200.0,2652.0,120.0,256.0
Apple,49990,60.0,Bionic,64.0,1.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Tecno,15499,71.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,120.0,128.0
Apple,169900,78.0,Bionic,6.0,46.329588014981276,6.0,1290.0,2796.0,120.0,512.0
Google,53990,75.0,Google,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
Vivo,18990,80.0,Dimensity,8.0,44.0,6.0,1080.0,2408.0,120.0,128.0
Motorola,16999,76.0,Snapdragon,4.0,33.0,6.0,2460.0,1080.0,90.0,64.0
Motorola,34999,86.0,Snapdragon,8.0,67.0,6.0,1080.0,2412.0,144.0,128.0
Vivo,82990,78.25824800910125,Snapdragon,12.0,80.0,5.921406411582213,1440.0,3080.0,120.0,512.0
Realme,46999,89.0,Snapdragon,12.0,65.0,6.0,1440.0,3216.0,120.0,256.0
Vivo,8499,66.0,Helio,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Honor,16999,76.0,Snapdragon,6.0,22.0,6.0,1080.0,2388.0,90.0,128.0
Samsung,11499,69.0,Unisoc,4.0,15.0,6.0,720.0,1560.0,111.63829787234043,64.0
Samsung,88999,88.0,Snapdragon,8.0,45.0,6.0,1080.0,2340.0,120.0,256.0
Vivo,15990,81.0,Snapdragon,8.0,18.0,6.0,1080.0,2408.0,90.0,128.0
Xiaomi,24990,83.0,Dimensity,8.0,67.0,6.0,2400.0,1080.0,120.0,128.0
Oppo,79990,78.25824800910125,Snapdragon,8.0,80.0,6.0,1440.0,3216.0,120.0,256.0
Tecno,6249,61.0,Octa,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Vivo,12499,69.0,Snapdragon,3.0,18.0,6.0,720.0,1600.0,111.63829787234043,64.0
Xiaomi,6499,61.0,Helio,2.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Apple,179900,86.0,Bionic,6.0,46.329588014981276,6.0,1284.0,2778.0,120.0,1.0
Vivo,11990,68.0,Snapdragon,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
Vivo,26990,82.0,Helio,8.0,44.0,6.0,1080.0,2400.0,111.63829787234043,128.0
Samsung,13499,76.0,Helio,6.0,46.329588014981276,6.0,720.0,1600.0,90.0,128.0
Xiaomi,75999,78.25824800910125,Snapdragon,12.0,67.0,6.0,1440.0,3200.0,120.0,256.0
Micromax,5999,60.0,Tiger,3.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,32.0
Samsung,8499,67.0,Helio,3.0,15.0,6.0,720.0,1600.0,111.63829787234043,32.0
OPPO,11990,71.0,Helio,4.0,46.329588014981276,6.0,1600.0,720.0,111.63829787234043,128.0
Xiaomi,10990,77.0,Dimensity,4.0,18.0,6.0,1080.0,2340.0,90.0,128.0
Xiaomi,109990,78.25824800910125,Snapdragon,12.0,67.0,8.0,1860.0,2480.0,90.0,256.0
Realme,16999,80.0,Dimensity,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
OPPO,12199,70.0,Helio,4.0,46.329588014981276,6.0,1600.0,720.0,111.63829787234043,64.0
Oppo,11490,72.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
itel,5490,78.25824800910125,Quad,1.0,46.329588014981276,5.921406411582213,720.0,1600.0,111.63829787234043,16.0
Xiaomi,11499,74.0,Snapdragon,4.0,18.0,6.0,1080.0,2340.0,111.63829787234043,64.0
Samsung,59450,88.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
POCO,12799,76.0,Snapdragon,4.0,33.0,6.0,1080.0,2400.0,111.63829787234043,64.0
Samsung,83000,88.0,Exynos,8.0,25.0,6.0,1440.0,3200.0,120.0,128.0
Realme,14490,80.0,Snapdragon,6.0,30.0,6.0,1080.0,2400.0,90.0,64.0
Huawei,82990,78.25824800910125,Kirin,8.0,40.0,6.0,1200.0,2640.0,90.0,256.0
Vivo,9490,64.0,Snapdragon,3.0,46.329588014981276,6.0,720.0,1544.0,111.63829787234043,32.0
Vivo,25000,78.0,Snapdragon,8.0,46.329588014981276,6.0,1080.0,2316.0,111.63829787234043,128.0
Vivo,15000,65.0,Snapdragon,4.0,46.329588014981276,6.0,1520.0,720.0,111.63829787234043,64.0
Vivo,20990,70.0,Helio,4.0,46.329588014981276,6.0,1080.0,2280.0,111.63829787234043,128.0
Samsung,34999,78.0,Exynos,6.0,46.329588014981276,6.0,1440.0,2960.0,111.63829787234043,128.0
Realme,29999,80.0,Snapdragon,8.0,120.0,6.0,1080.0,2400.0,144.0,128.0
Vivo,11999,67.0,Dimensity,4.0,15.0,6.0,720.0,1600.0,111.63829787234043,128.0
Samsung,12999,72.0,Helio,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,128.0
Leitz,124990,89.0,Snapdragon,12.0,46.329588014981276,6.0,1260.0,2730.0,240.0,256.0
Xiaomi,28999,85.0,Dimensity,8.0,120.0,6.0,1080.0,2460.0,120.0,128.0
Infinix,12999,77.0,Helio,8.0,18.0,6.0,1080.0,2460.0,111.63829787234043,128.0
Realme,28499,82.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,120.0,256.0
Apple,104999,83.0,Bionic,6.0,46.329588014981276,6.0,1284.0,2778.0,111.63829787234043,512.0
Apple,172999,77.0,Bionic,6.0,46.329588014981276,6.0,1179.0,2556.0,120.0,1.0
Xiaomi,17990,79.0,Snapdragon,6.0,18.0,6.0,1080.0,2408.0,120.0,128.0
Xiaomi,13774,76.0,Helio,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
itel,2239,78.25824800910125,No,117.0,128.0,5.921406411582213,1060.9148936170213,2179.227963525836,111.63829787234043,134.6359077231695
Nokia,8999,64.0,Unisoc,4.0,46.329588014981276,6.0,720.0,1600.0,111.63829787234043,64.0
OnePlus,18990,75.0,Dimensity,4.0,33.0,6.0,720.0,1612.0,90.0,64.0
Tecno,14999,77.0,Helio,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
Realme,7999,61.0,Tiger,3.0,10.0,6.0,720.0,1600.0,111.63829787234043,32.0
Xiaomi,39999,85.0,Snapdragon,8.0,120.0,6.0,1220.0,2712.0,144.0,128.0
OPPO,11990,67.0,Helio,3.0,33.0,6.0,720.0,1612.0,111.63829787234043,64.0
