,company,price,rating,processor,ram,battery,screen_size,width,height,frequency,rom
0,OnePlus,54999,89.0,Snapdragon,12.0,100.0,6.0,1440.0,3216.0,120.0,256.0
1,OnePlus,19989,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2412.0,120.0,128.0
2,Samsung,16499,75.0,Exynos,4.0,15.0,6.0,1080.0,2408.0,90.0,64.0
3,Motorola,14999,81.0,Snapdragon,6.0,,6.0,1080.0,2400.0,120.0,128.0
4,Realme,24999,82.0,Dimensity,6.0,67.0,6.0,1080.0,2412.0,120.0,128.0
5,Samsung,16999,80.0,Snapdragon,6.0,25.0,6.0,1080.0,2408.0,120.0,128.0
6,Apple,65999,81.0,Bionic,6.0,,6.0,1170.0,2532.0,,128.0
7,Xiaomi,29999,86.0,Dimensity,8.0,120.0,6.0,1080.0,2400.0,120.0,256.0
8,Nothing,26749,85.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,120.0,128.0
9,OnePlus,28999,84.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,90.0,128.0
10,Realme,18999,82.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
11,Oppo,18999,79.0,Dimensity,8.0,33.0,6.0,720.0,1612.0,90.0,128.0
12,Xiaomi,24762,79.0,Dimensity,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
13,Vivo,16990,80.0,Snapdragon,6.0,18.0,6.0,1080.0,2408.0,120.0,128.0
14,Samsung,114990,,Snapdragon,8.0,45.0,6.0,1440.0,3088.0,120.0,256.0
15,Apple,62999,79.0,Bionic,4.0,,6.0,1170.0,2532.0,,128.0
16,Vivo,9999,65.0,Helio,3.0,10.0,6.0,720.0,1600.0,,32.0
17,OPPO,45999,86.0,Snapdragon,16.0,80.0,6.0,1080.0,2412.0,120.0,256.0
18,OnePlus,32999,86.0,Dimensity,8.0,80.0,6.0,1080.0,2412.0,120.0,128.0
19,Vivo,14499,72.0,Helio,4.0,18.0,6.0,720.0,1612.0,,64.0
20,OnePlus,39999,85.0,Snapdragon,8.0,100.0,6.0,1080.0,2412.0,120.0,128.0
21,Vivo,35999,85.0,Dimensity,8.0,66.0,6.0,1080.0,2376.0,120.0,128.0
22,Poco,14999,80.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,64.0
23,Xiaomi,17859,76.0,Snapdragon,4.0,33.0,6.0,1080.0,2400.0,120.0,128.0
24,Vivo,42990,87.0,Dimensity,12.0,100.0,6.0,1080.0,2400.0,120.0,256.0
25,Samsung,31239,88.0,Snapdragon,8.0,,6.0,1080.0,2400.0,120.0,128.0
26,OnePlus,21995,84.0,Snapdragon,8.0,33.0,6.0,1080.0,2412.0,120.0,128.0
27,Apple,129990,76.0,Bionic,6.0,,6.0,1290.0,2796.0,120.0,128.0
28,Vivo,27999,83.0,Dimensity,8.0,44.0,6.0,1080.0,2408.0,90.0,128.0
29,OnePlus,69999,,Snapdragon,8.0,100.0,6.0,1440.0,3216.0,120.0,128.0
30,Realme,19999,84.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,120.0,128.0
31,Poco,20999,81.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
32,Vivo,27990,83.0,Dimensity,8.0,67.0,6.0,1080.0,2400.0,120.0,256.0
33,Apple,38999,73.0,A13,4.0,,6.0,828.0,1792.0,,64.0
34,Samsung,23790,85.0,Dimensity,6.0,25.0,6.0,1080.0,2400.0,120.0,128.0
35,Samsung,39999,87.0,Exynos,8.0,25.0,6.0,1080.0,2340.0,120.0,128.0
36,Oppo,29990,87.0,Snapdragon,8.0,66.0,6.0,1080.0,2400.0,120.0,256.0
37,Samsung,91999,,Snapdragon,12.0,45.0,6.0,1440.0,3080.0,120.0,256.0
38,Xiaomi,32999,83.0,Snapdragon,6.0,210.0,6.0,1080.0,2460.0,120.0,128.0
39,OPPO,28499,83.0,Snapdragon,8.0,67.0,6.0,1080.0,2412.0,120.0,256.0
40,OnePlus,21999,83.0,Snapdragon,6.0,67.0,6.0,1080.0,2412.0,120.0,128.0
41,Xiaomi,19999,83.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
42,Motorola,18999,87.0,Dimensity,6.0,30.0,6.0,1080.0,2400.0,90.0,128.0
43,Realme,27999,85.0,Dimensity,8.0,67.0,6.0,1080.0,2412.0,120.0,256.0
44,Vivo,18499,80.0,Snapdragon,8.0,44.0,6.0,1080.0,2408.0,90.0,128.0
45,Samsung,17478,81.0,Exynos,6.0,25.0,6.0,1080.0,2400.0,120.0,128.0
46,Xiaomi,11936,76.0,Snapdragon,4.0,33.0,6.0,1080.0,2400.0,90.0,64.0
47,Realme,8950,64.0,Unisoc,3.0,,6.0,720.0,1600.0,,32.0
48,Vivo,12489,68.0,Helio,4.0,10.0,6.0,720.0,1600.0,,64.0
49,Samsung,42999,,Snapdragon,8.0,33.0,6.0,1080.0,2412.0,120.0,128.0
50,Samsung,18999,79.0,Exynos,6.0,15.0,6.0,1080.0,2408.0,90.0,128.0
51,iQOO,29999,82.0,Dimensity,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
52,Jio,11990,64.0,Snapdragon,4.0,18.0,6.0,720.0,1600.0,90.0,32.0
53,Motorola,18999,83.0,Snapdragon,6.0,30.0,6.0,1080.0,2400.0,120.0,128.0
54,Realme,13999,74.0,Helio,4.0,33.0,6.0,1080.0,2400.0,90.0,64.0
55,Realme,14965,75.0,Dimensity,4.0,18.0,6.0,1080.0,2408.0,90.0,64.0
56,Apple,74999,82.0,Bionic,6.0,,6.0,1284.0,2778.0,,128.0
57,Xiaomi,10999,78.0,Helio,6.0,33.0,6.0,1080.0,2400.0,,64.0
58,Samsung,84990,89.0,Snapdragon,8.0,45.0,6.0,1080.0,2340.0,120.0,256.0
59,Motorola,10499,75.0,Snapdragon,4.0,33.0,6.0,1080.0,2400.0,90.0,64.0
60,Xiaomi,17990,78.0,Dimensity,6.0,67.0,6.0,1080.0,2460.0,120.0,128.0
61,Vivo,29990,85.0,Snapdragon,8.0,66.0,6.0,1080.0,2400.0,120.0,128.0
62,Samsung,18499,79.0,Snapdragon,6.0,25.0,6.0,1080.0,2408.0,,128.0
63,Vivo,16499,75.0,Helio,6.0,18.0,6.0,720.0,1612.0,,128.0
64,Poco,14999,81.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
65,Vivo,35499,86.0,Dimensity,8.0,66.0,6.0,1080.0,2400.0,120.0,256.0
66,OnePlus,60999,89.0,Snapdragon,8.0,80.0,6.0,1440.0,3216.0,120.0,128.0
67,Xiaomi,32999,87.0,Dimensity,12.0,120.0,6.0,1080.0,2400.0,120.0,256.0
68,Samsung,15999,78.0,Snapdragon,4.0,25.0,6.0,1080.0,2408.0,120.0,128.0
69,Oppo,99990,,Snapdragon,8.0,67.0,7.0,1792.0,1920.0,120.0,256.0
70,OPPO,9499,62.0,Helio,3.0,,6.0,720.0,1612.0,,64.0
71,Vivo,27994,86.0,Dimensity,12.0,44.0,6.0,1080.0,2400.0,90.0,256.0
72,iQOO,13989,75.0,Snapdragon,4.0,18.0,6.0,1080.0,2408.0,120.0,64.0
73,OnePlus,44999,85.0,Snapdragon,8.0,150.0,6.0,1080.0,2412.0,120.0,128.0
74,Xiaomi,13999,79.0,Dimensity,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
75,Gionee,6190,,Tiger,4.0,,6.0,720.0,1600.0,,32.0
76,Apple,119900,83.0,Bionic,6.0,,6.0,1170.0,2532.0,120.0,128.0
77,OPPO,27660,83.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
78,Samsung,24999,75.0,Exynos,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
79,Xiaomi,8388,66.0,Helio,4.0,,6.0,720.0,1600.0,,64.0
80,Motorola,15999,83.0,Helio,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
81,Samsung,20999,82.0,Exynos,8.0,15.0,6.0,1080.0,2408.0,90.0,128.0
82,Realme,13999,75.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
83,Vivo,19990,83.0,Snapdragon,8.0,18.0,6.0,1080.0,2408.0,120.0,128.0
84,Samsung,13999,75.0,Dimensity,6.0,15.0,6.0,720.0,1600.0,90.0,128.0
85,Motorola,22999,83.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,144.0,128.0
86,Samsung,22999,79.0,Snapdragon,6.0,25.0,6.0,1080.0,2408.0,120.0,128.0
87,OPPO,16999,79.0,Dimensity,8.0,33.0,6.0,720.0,1612.0,90.0,128.0
88,Xiaomi,14290,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
89,Samsung,41999,,Snapdragon,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
90,Vivo,13489,69.0,Helio,4.0,18.0,6.0,720.0,1600.0,,64.0
91,OnePlus,22990,83.0,Dimensity,8.0,,6.0,1080.0,2412.0,120.0,128.0
92,Motorola,16499,84.0,Snapdragon,8.0,,6.0,1080.0,2400.0,120.0,128.0
93,Vivo,73999,,Snapdragon,12.0,80.0,6.0,1440.0,3200.0,120.0,256.0
94,Realme,9999,67.0,Unisoc,4.0,,6.0,720.0,1600.0,,64.0
95,Realme,12499,75.0,Snapdragon,4.0,33.0,6.0,1080.0,2412.0,90.0,64.0
96,OPPO,12499,72.0,Helio,4.0,,6.0,720.0,1612.0,,64.0
97,iQOO,59999,88.0,Snapdragon,8.0,120.0,6.0,1440.0,3200.0,144.0,256.0
98,Vivo,106990,,Snapdragon,12.0,66.0,8.0,1916.0,2160.0,120.0,256.0
99,Vivo,15990,78.0,Snapdragon,4.0,18.0,6.0,1080.0,2408.0,120.0,128.0
100,Apple,119990,75.0,Bionic,6.0,,6.0,1179.0,2556.0,120.0,128.0
101,Xiaomi,19999,83.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
102,Motorola,23990,83.0,Snapdragon,8.0,68.0,6.0,1080.0,2460.0,144.0,128.0
103,Realme,12999,80.0,Dimensity,8.0,33.0,6.0,1080.0,2408.0,90.0,128.0
104,OPPO,19990,82.0,Dimensity,8.0,50.0,6.0,1080.0,2400.0,,128.0
105,Xiaomi,58990,,Snapdragon,8.0,120.0,6.0,1440.0,3200.0,120.0,128.0
106,Vivo,43999,87.0,Dimensity,12.0,120.0,6.0,1080.0,2400.0,144.0,256.0
107,Samsung,49999,86.0,Snapdragon,8.0,25.0,6.0,1080.0,2340.0,120.0,128.0
108,Vivo,15999,79.0,Snapdragon,6.0,44.0,6.0,1080.0,2408.0,,128.0
109,OnePlus,36999,87.0,Dimensity,12.0,80.0,6.0,1080.0,2412.0,120.0,256.0
110,Tecno,39999,85.0,Dimensity,8.0,45.0,6.0,1080.0,2400.0,120.0,256.0
111,Apple,51999,74.0,Bionic,4.0,1.0,,,,,64.0
112,Xiaomi,22999,82.0,Dimensity,6.0,67.0,6.0,1080.0,2460.0,144.0,128.0
113,Samsung,31999,87.0,Exynos,6.0,25.0,6.0,1080.0,2400.0,120.0,128.0
114,Xiaomi,6171,,Helio,2.0,10.0,6.0,720.0,1600.0,,32.0
115,OPPO,29340,83.0,Dimensity,8.0,80.0,6.0,1080.0,2400.0,90.0,128.0
116,Samsung,25289,87.0,Dimensity,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
117,iQOO,21788,78.0,Snapdragon,6.0,66.0,6.0,1080.0,2404.0,90.0,128.0
118,Tesla,69999,83.0,Octa,16.0,120.0,6.0,1080.0,2448.0,165.0,512.0
119,Samsung,70990,88.0,Snapdragon,8.0,25.0,6.0,1080.0,2340.0,120.0,128.0
120,Motorola,34999,89.0,Snapdragon,8.0,68.0,6.0,1080.0,2400.0,144.0,128.0
121,OnePlus,33900,85.0,Dimensity,12.0,80.0,6.0,1080.0,2400.0,90.0,256.0
122,Google,29999,71.0,Google,6.0,,6.0,1080.0,2400.0,,128.0
123,Infinix,18999,84.0,Dimensity,8.0,33.0,6.0,1080.0,2400.0,,128.0
124,Samsung,19499,84.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,120.0,128.0
125,Vivo,24994,83.0,Dimensity,8.0,44.0,6.0,1080.0,2400.0,90.0,128.0
126,Motorola,10999,78.0,Snapdragon,4.0,20.0,6.0,1080.0,2400.0,,64.0
127,OnePlus,24999,85.0,Snapdragon,8.0,33.0,6.0,1080.0,2412.0,120.0,256.0
128,Samsung,25999,82.0,Exynos,6.0,25.0,6.0,1080.0,2400.0,90.0,128.0
129,Google,34990,69.0,Google,6.0,,6.0,1080.0,2400.0,90.0,128.0
130,Xiaomi,13466,74.0,Dimensity,4.0,18.0,6.0,1080.0,2408.0,90.0,64.0
131,Xiaomi,9999,76.0,Snapdragon,4.0,18.0,6.0,1080.0,2400.0,,64.0
132,Motorola,7999,71.0,Tiger,4.0,,6.0,720.0,1600.0,90.0,64.0
133,Nothing,28249,86.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,120.0,256.0
134,Poco,16499,82.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
135,Xiaomi,22999,87.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,256.0
136,Apple,46999,75.0,A13,4.0,,6.0,828.0,1792.0,,128.0
137,Realme,13999,74.0,Tiger,6.0,18.0,6.0,1080.0,2408.0,90.0,128.0
138,OPPO,13490,78.0,Snapdragon,6.0,33.0,6.0,1080.0,2412.0,90.0,128.0
139,iQOO,28999,82.0,Snapdragon,8.0,80.0,6.0,1080.0,2400.0,120.0,128.0
140,iQOO,15499,78.0,Snapdragon,4.0,18.0,6.0,1080.0,2408.0,120.0,128.0
141,OPPO,39999,86.0,Dimensity,16.0,67.0,6.0,1080.0,2412.0,120.0,256.0
142,Poco,12999,76.0,Dimensity,4.0,33.0,6.0,1080.0,2400.0,90.0,64.0
143,Jio,4499,,Quad,2.0,,,720.0,1280.0,,64.0
144,OnePlus,14999,69.0,Snapdragon,4.0,18.0,6.0,720.0,1560.0,,64.0
145,Samsung,8499,68.0,Helio,4.0,15.0,6.0,720.0,1600.0,,64.0
146,iQOO,24990,83.0,Snapdragon,8.0,66.0,6.0,1080.0,2400.0,120.0,128.0
147,Samsung,16999,84.0,Exynos,6.0,25.0,6.0,1080.0,2400.0,120.0,128.0
148,Xiaomi,9589,71.0,Snapdragon,4.0,18.0,6.0,720.0,1600.0,,64.0
149,Apple,40999,74.0,Bionic,4.0,4.0,,,,,64.0
150,Xiaomi,19988,79.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,120.0,128.0
151,Motorola,11999,75.0,Snapdragon,4.0,33.0,6.0,2460.0,1080.0,90.0,64.0
152,Apple,142990,79.0,Bionic,8.0,25.0,6.0,1284.0,2778.0,120.0,256.0
153,Oppo,30990,87.0,Snapdragon,8.0,67.0,6.0,1080.0,2412.0,120.0,128.0
154,Infinix,19499,85.0,Dimensity,8.0,33.0,6.0,1080.0,2460.0,120.0,256.0
155,Nokia,4990,,Snapdragon,4.0,,2.0,240.0,320.0,,512.0
156,Realme,5299,,Tiger,2.0,,6.0,720.0,1600.0,,32.0
157,OPPO,25969,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,,128.0
158,Realme,28999,82.0,Snapdragon,6.0,65.0,6.0,1080.0,2400.0,120.0,128.0
159,Oppo,94990,,Snapdragon,12.0,67.0,7.0,1792.0,1920.0,120.0,256.0
160,Realme,14999,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
161,Cola,14999,74.0,Helio,4.0,33.0,6.0,1080.0,2400.0,90.0,64.0
162,Apple,129900,84.0,Bionic,6.0,,6.0,1284.0,2778.0,120.0,128.0
163,Oppo,58990,88.0,Snapdragon,12.0,80.0,6.0,1080.0,2412.0,120.0,256.0
164,Vivo,41990,88.0,Dimensity,8.0,120.0,6.0,1260.0,2800.0,120.0,128.0
165,Samsung,10999,74.0,Exynos,4.0,15.0,6.0,2408.0,1080.0,,64.0
166,Xiaomi,11999,79.0,Helio,6.0,33.0,6.0,1080.0,2400.0,,128.0
167,Realme,16999,79.0,Helio,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
168,iQOO,30990,83.0,Snapdragon,8.0,66.0,6.0,1080.0,2400.0,120.0,128.0
169,Infinix,17999,75.0,Dimensity,4.0,18.0,6.0,1080.0,2408.0,120.0,64.0
170,Letv,5499,,Tiger,4.0,,6.0,720.0,1560.0,,32.0
171,Xiaomi,20499,83.0,Snapdragon,6.0,67.0,6.0,1080.0,2460.0,120.0,128.0
172,Realme,20490,81.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
173,OPPO,15490,77.0,Snapdragon,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
174,Apple,29990,61.0,A13,3.0,,4.0,750.0,1334.0,,64.0
175,iQOO,15499,79.0,Snapdragon,6.0,18.0,6.0,1080.0,2408.0,120.0,128.0
176,Xiaomi,11999,80.0,Helio,6.0,33.0,6.0,1080.0,2400.0,,64.0
177,Realme,10999,74.0,Helio,4.0,33.0,6.0,1080.0,2412.0,120.0,64.0
178,Vivo,21990,82.0,Dimensity,8.0,18.0,6.0,1080.0,2408.0,,128.0
179,Vivo,31999,85.0,Dimensity,12.0,44.0,6.0,1080.0,2408.0,90.0,256.0
180,POCO,11999,77.0,Helio,6.0,33.0,6.0,1080.0,2400.0,90.0,64.0
181,Infinix,36999,89.0,Dimensity,8.0,180.0,6.0,1080.0,2400.0,120.0,256.0
182,Tecno,6999,62.0,Helio,3.0,10.0,6.0,720.0,1600.0,,32.0
183,Motorola,39999,89.0,Snapdragon,8.0,125.0,6.0,1080.0,2400.0,165.0,128.0
184,Samsung,14999,78.0,Snapdragon,4.0,25.0,6.0,1080.0,2408.0,120.0,128.0
185,Realme,14499,79.0,Dimensity,8.0,33.0,6.0,1080.0,2408.0,90.0,128.0
186,OnePlus,27999,84.0,Dimensity,8.0,120.0,6.0,1080.0,2400.0,90.0,128.0
187,Motorola,20499,86.0,Snapdragon,8.0,30.0,6.0,1080.0,2400.0,120.0,128.0
188,iKall,8099,60.0,Quad,4.0,,6.0,720.0,1600.0,,64.0
189,LeEco,10999,65.0,Tiger,8.0,10.0,6.0,720.0,1600.0,,128.0
190,Realme,3499,63.0,Helio,3.0,,6.0,720.0,1560.0,,32.0
191,Duoqin,9990,,Helio,4.0,,3.0,640.0,960.0,,64.0
192,Samsung,34999,85.0,Snapdragon,6.0,25.0,6.0,1080.0,2412.0,90.0,128.0
193,Nokia,46999,,Snapdragon,12.0,65.0,6.0,1400.0,3200.0,120.0,256.0
194,Motorola,39999,88.0,Snapdragon,8.0,68.0,6.0,1080.0,2400.0,144.0,128.0
195,Realme,11828,70.0,Tiger,4.0,18.0,6.0,1080.0,2408.0,,64.0
196,OPPO,45999,86.0,Dimensity,12.0,80.0,6.0,1080.0,2412.0,120.0,256.0
197,OnePlus,18999,81.0,Snapdragon,6.0,33.0,6.0,1080.0,2412.0,120.0,128.0
198,Poco,17999,84.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
199,Samsung,8499,66.0,Helio,4.0,15.0,6.0,720.0,1600.0,,64.0
200,OPPO,17999,76.0,Snapdragon,8.0,33.0,6.0,720.0,1600.0,90.0,128.0
201,Samsung,14450,75.0,Octa,4.0,25.0,6.0,1080.0,2408.0,,64.0
202,Motorola,54999,,Snapdragon,8.0,125.0,6.0,1080.0,2400.0,144.0,128.0
203,Xiaomi,71999,,Snapdragon,12.0,120.0,6.0,1440.0,3200.0,120.0,256.0
204,Motorola,12999,79.0,Snapdragon,6.0,33.0,6.0,2460.0,1080.0,90.0,128.0
205,Poco,11499,75.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
206,Nothing,35999,87.0,Snapdragon,12.0,33.0,6.0,1080.0,2400.0,120.0,256.0
207,Samsung,34999,76.0,Exynos,6.0,25.0,6.0,1080.0,2400.0,120.0,128.0
208,Tecno,11999,73.0,Helio,8.0,18.0,6.0,720.0,1600.0,90.0,128.0
209,Xiaomi,27994,82.0,Dimensity,8.0,67.0,6.0,1080.0,2400.0,120.0,256.0
210,Apple,139990,77.0,Bionic,6.0,,6.0,1290.0,2796.0,120.0,256.0
211,Vivo,39999,86.0,Dimensity,12.0,66.0,6.0,1080.0,2376.0,120.0,256.0
212,Realme,15499,79.0,Dimensity,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
213,Realme,18999,80.0,Snapdragon,6.0,33.0,6.0,1080.0,2412.0,120.0,128.0
214,Lava,10999,73.0,Dimensity,4.0,,6.0,1600.0,720.0,90.0,128.0
215,Honor,27999,81.0,Snapdragon,8.0,40.0,6.0,1080.0,2400.0,120.0,256.0
216,Google,81999,,Google,12.0,30.0,6.0,1440.0,3120.0,120.0,128.0
217,Tecno,9999,74.0,Helio,4.0,33.0,6.0,1080.0,2460.0,90.0,64.0
218,Vivo,31994,85.0,Dimensity,8.0,44.0,6.0,1080.0,2376.0,90.0,128.0
219,Samsung,9299,65.0,Helio,3.0,,6.0,720.0,1600.0,,32.0
220,Xiaomi,29990,84.0,Snapdragon,8.0,67.0,6.0,1440.0,3200.0,120.0,128.0
221,Realme,25900,78.0,Dimensity,6.0,60.0,6.0,1080.0,2400.0,90.0,128.0
222,Realme,16999,78.0,Dimensity,6.0,18.0,6.0,1080.0,2408.0,90.0,128.0
223,Motorola,24999,85.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,144.0,128.0
224,Xiaomi,12188,79.0,Snapdragon,6.0,33.0,6.0,1080.0,2400.0,90.0,64.0
225,Vivo,8999,,"Helio,",3.0,10.0,6.0,720.0,1600.0,,32.0
226,POCO,7499,68.0,Helio,4.0,,6.0,720.0,1600.0,,64.0
227,Realme,17999,79.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
228,Realme,24999,79.0,Snapdragon,6.0,80.0,6.0,1080.0,2400.0,120.0,128.0
229,OPPO,45999,86.0,Dimensity,12.0,80.0,6.0,1080.0,2412.0,120.0,256.0
230,OnePlus,65499,,Snapdragon,12.0,80.0,6.0,1440.0,3216.0,120.0,256.0
231,iQOO,58990,89.0,Snapdragon,8.0,200.0,6.0,1440.0,3200.0,144.0,256.0
232,Vivo,11999,74.0,Snapdragon,4.0,18.0,6.0,1080.0,2408.0,90.0,64.0
233,Xiaomi,11999,77.0,Snapdragon,8.0,18.0,6.0,720.0,1650.0,,128.0
234,OPPO,18990,76.0,Dimensity,6.0,33.0,6.0,720.0,1612.0,90.0,128.0
235,Vivo,14499,77.0,Snapdragon,4.0,44.0,6.0,1080.0,2408.0,,128.0
236,Xiaomi,106990,,Snapdragon,12.0,67.0,8.0,1914.0,2160.0,120.0,256.0
237,Vivo,10499,66.0,Helio,3.0,10.0,6.0,720.0,1600.0,,64.0
238,OPPO,26990,86.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,,256.0
239,Vivo,19990,82.0,Helio,8.0,44.0,6.0,1080.0,2400.0,,128.0
240,Xiaomi,24999,89.0,Dimensity,8.0,120.0,6.0,1080.0,2400.0,120.0,256.0
241,OPPO,13969,69.0,Helio,4.0,33.0,6.0,720.0,1612.0,,64.0
242,Samsung,44999,83.0,Snapdragon,8.0,67.0,6.0,1080.0,2412.0,120.0,128.0
243,Vivo,24999,84.0,Snapdragon,8.0,66.0,6.0,1080.0,2404.0,90.0,128.0
244,Google,53100,86.0,Google,8.0,30.0,6.0,1080.0,2400.0,90.0,128.0
245,Xiaomi,16999,81.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,90.0,128.0
246,OPPO,21899,82.0,Snapdragon,8.0,33.0,6.0,1080.0,2400.0,90.0,128.0
247,Apple,75999,82.0,Bionic,6.0,,6.0,1170.0,2532.0,,256.0
248,Motorola,25999,85.0,Dimensity,8.0,30.0,6.0,1080.0,2400.0,120.0,256.0
249,Nubia,46990,84.0,Snapdragon,8.0,80.0,6.0,1116.0,2480.0,120.0,128.0
250,Motorola,9999,75.0,Helio,4.0,20.0,6.0,1080.0,2400.0,,64.0
251,Tecno,49999,89.0,Dimensity,12.0,45.0,6.0,1080.0,2400.0,120.0,256.0
252,Infinix,17999,87.0,Helio,8.0,45.0,6.0,1080.0,2400.0,90.0,128.0
253,iQOO,16940,80.0,Snapdragon,6.0,18.0,6.0,1080.0,2408.0,120.0,128.0
254,Xiaomi,17990,81.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,64.0
255,OPPO,20990,84.0,Snapdragon,8.0,67.0,6.0,1080.0,2412.0,120.0,128.0
256,Samsung,51999,79.0,Exynos,8.0,33.0,6.0,1080.0,2400.0,120.0,128.0
257,Samsung,64449,87.0,Snapdragon,8.0,45.0,6.0,1080.0,2340.0,120.0,128.0
258,Vivo,8990,71.0,Snapdragon,6.0,18.0,6.0,1080.0,2408.0,90.0,64.0
259,Motorola,19999,77.0,Helio,4.0,30.0,6.0,720.0,1600.0,90.0,128.0
260,Poco,13499,79.0,Dimensity,6.0,18.0,6.0,1080.0,2400.0,90.0,128.0
261,Tecno,15499,78.0,Dimensity,8.0,18.0,6.0,1080.0,2460.0,120.0,128.0
262,POCO,6499,65.0,Helio,3.0,,6.0,720.0,1600.0,,32.0
263,Apple,71999,60.0,Apple,4.0,,6.0,828.0,1792.0,,64.0
264,Samsung,36499,89.0,Exynos,8.0,25.0,6.0,1080.0,2400.0,120.0,256.0
265,Infinix,15999,78.0,Dimensity,6.0,33.0,6.0,1080.0,2400.0,,64.0
266,OPPO,31994,87.0,Dimensity,12.0,65.0,6.0,1080.0,2400.0,90.0,256.0
267,OnePlus,34999,84.0,Snapdragon,8.0,100.0,6.0,1080.0,2412.0,120.0,128.0
268,Redmi,18999,81.0,Snapdragon,6.0,67.0,6.0,1080.0,2400.0,120.0,128.0
269,Nothing,39990,88.0,Snapdragon,8.0,66.0,6.0,1080.0,2400.0,120.0,128.0
270,Samsung,16499,82.0,Helio,8.0,15.0,6.0,1080.0,2400.0,90.0,128.0
271,Nokia,6199,,Snapdragon,512.0,,2.0,240.0,320.0,,4.0
272,Google,54300,89.0,Google,12.0,30.0,6.0,1440.0,3120.0,120.0,128.0
273,Infinix,9999,73.0,Helio,4.0,33.0,6.0,1080.0,2400.0,,64.0
274,Xiaomi,15990,77.0,Dimensity,6.0,18.0,6.0,1080.0,2408.0,90.0,128.0
275,Xiaomi,22700,86.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
276,Xiaomi,50990,89.0,Snapdragon,8.0,120.0,6.0,1440.0,3200.0,120.0,256.0
277,Apple,64900,79.0,Bionic,4.0,,5.0,1080.0,2340.0,,128.0
278,Tecno,13799,77.0,Helio,6.0,33.0,6.0,1080.0,2460.0,90.0,128.0
279,Realme,8999,65.0,Tiger,4.0,,6.0,720.0,1600.0,,64.0
280,Asus,89999,88.0,Snapdragon,18.0,65.0,6.0,1080.0,2448.0,165.0,512.0
281,Vivo,21994,84.0,Dimensity,8.0,44.0,6.0,1080.0,2400.0,,128.0
282,Apple,69990,70.0,Bionic,6.0,,5.0,1080.0,2340.0,,128.0
283,Xiaomi,12999,75.0,Dimensity,4.0,18.0,6.0,1080.0,2400.0,90.0,64.0
284,iQOO,24990,83.0,Dimensity,8.0,120.0,6.0,1080.0,2400.0,120.0,128.0
285,Samsung,19990,82.0,Snapdragon,8.0,25.0,6.0,1080.0,2408.0,,128.0
286,Xiaomi,26999,82.0,Dimensity,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
287,Xiaomi,19999,81.0,Snapdragon,8.0,67.0,6.0,1080.0,2400.0,120.0,128.0
