,company,price,rating,processor,ram,battery,screen_size,width,height,frequency,rom
1010,Realme,8720,64.0,Tiger,4.0,10.0,6.0,720.0,1600.0,,64.0
1011,Oppo,69990,89.0,Snapdragon,8.0,120.0,6.0,1080.0,2400.0,120.0,256.0
1012,itel,4787,,Spreadtrum,2.0,,,854.0,480.0,,32.0
1013,Google,70990,80.0,Google,12.0,67.0,6.0,1440.0,3120.0,120.0,256.0
1014,Vivo,119990,,Snapdragon,12.0,66.0,8.0,1916.0,2160.0,120.0,256.0
1015,Motorola,34990,83.0,Snapdragon,8.0,68.0,6.0,1080.0,2460.0,120.0,128.0
1016,Honor,14990,75.0,Snapdragon,6.0,22.0,6.0,720.0,1600.0,,128.0
1017,POCO,28990,85.0,Dimensity,8.0,67.0,6.0,1080.0,2460.0,144.0,256.0
1018,Motorola,19990,80.0,Snapdragon,6.0,,6.0,1080.0,2400.0,,128.0
1019,Samsung,24990,74.0,Octa,8.0,,6.0,1080.0,2400.0,,128.0
